user_id,nick,user,locate,num_opinions,total_points,helpful_counts,critical_level
30F6FE6774ECAEA2416FD0C678C4819B,MeryB_11,Mery B,"San Carlos de Bariloche, Argentina",105,0,31,6
FF6AE74892B0B81A71D9139597B77D3D,CSALUM,CSALUM,"Asunción, Paraguay",512,0,284,6
358C7C19561F99084C7B7A0F1C754DF4,Leandro666,Leandro666,"Buenos Aires, Argentina",370,0,136,6
A37C42F32356D0EAE9D5A47357449ED5,PatoTeje,Patricia T,"Buenos Aires, Argentina",42,0,16,4
35E48ABCC041EBD2259886AF853124AC,Esposito79,Silvina E,,5,500,0,2
680AE8252054E84D496D656FAFCBA9D1,claumasa,claumasa,"Santiago, Chile",100,0,78,6
772261C5FF5C4A3FA3BB781BEB8B6AF3,LorenaRoNi,LorenaRoNi,"Buenos Aires, Argentina",5,776,1,2
C95A5DDAD26EACEFCA32C1CABDF72CED,332francob,Franco B,"Córdoba, Argentina",9,914,23,2
72FDAB0E15B634CA4FEF0384A88F2686,alzgc130,alzgc130,"Lanús, Argentina",11,0,1,3
BB4131A05DE15556361698BEBEDAE2A0,lamona995,Monica B,neuquen,60,0,12,5
8B671AE9CB108155EF81FE031CB63C0F,IncreibleJAL,IncreibleJAL,"Distrito Capital Federal, Argentina",240,0,158,6
D8127C2B5A64B9D4360F94D88617983D,Andrea19612016,Andrea19612016,"Distrito Capital Federal, Argentina",76,0,121,5
D3D11B6F31EC5CAB9AFA3C00CDEB02F5,placidoc748,Placido C,"Buenos Aires, Argentina",52,0,44,5
2E59C97C2A136314F153C86EDEC7EB38,N2487KVbarbarab,Barbara B,"Allentown, Pennsylvania",222,0,121,6
02420030672216E478878AA7BB749659,elisaf,Elisa N,"Rosario, Argentina",863,0,336,6
8A37E8FDD4FCA51EB743101D76776683,03Hugo1978,03Hugo1978,"Buenos Aires, Argentina",93,0,94,5
9099F1AAC78EA324E89B541EEF0184DC,marumiya,maru89,"Buenos Aires, Argentina",905,0,579,6
155E42AE9DC6F911299E120B72907224,arcoiris38,arcoiris38,buenos aires,295,0,350,6
7B56AFC2EACE4BFA05A6044A1192BAC0,leninam_13,Lenina M,"Montevideo, Uruguay",88,0,70,5
833BAF80D288D05464D248DCC7B03B51,kusskuss,Adrian K,"Buenos Aires, Argentina",1,0,0,6
10AA7C863C6F326E8BC6A3E0B24B2894,cecidezen,Ceci De Zen,"Bahía Blanca, Argentina",268,0,87,6
1A2C561F5AC3867A632BB4DD65124DE2,danielcZ298YG,Daniel C,"Montevideo, Uruguay",69,0,68,5
9B2FAA572211A07DBE67E759A78B7290,marianop792,Mariano P,"Caseros, Argentina",142,0,114,6
7F451DBFB3BF2FB32358F7DC5490D4F0,florenciag744,Florencia G,"Buenos Aires, Argentina",49,0,13,5
5FCCF3EFE0E21EA534F6B443FA166346,ocandomn,Milendi,"Bávaro, República Dominicana",29,0,8,4
756762D71C0FFF943197CB36FAD07E6B,LadyDianaIM,LadyDianaIM,"Buenos Aires, Argentina",98,0,27,6
A78894C8A1917E47057F3AB7434CBE6B,ezepassa,Ezequiel P,"Tigre, Argentina",17,0,4,3
2DEFE50E4702225E065EB7F9D1E0F8E3,CarlosS20,Carlos S,"Buenos Aires, Argentina",379,0,114,6
8EEDB849B43E9C70C819EFAC1B9C828D,veronicasbriller,veronicasbriller,"Buenos Aires, Argentina",78,0,48,5
2058C1C39513B6974DA78C1915B20615,MarialMoreno,Lucia M,"Mar del Plata, Argentina",102,0,55,6
96A749813AAA89085ABFD08B899AF999,DAMYHAN,DAMYHAN,,85,0,82,5
C4A0A97FFE9FF5D2E724FD761387A349,762tomasp,tomas p,,12,0,4,3
A4192D840769CBB0BEE29277C61CAF81,pablomZ8300GB,Pablo M,"Bahía Blanca, Argentina",3,305,5,1
83F233363A00ED11A3A0E5054A3ABF10,jdirts,@jdirts,"Buenos Aires, Argentina",178,0,98,6
D467B14D83B97330B69E0F8B37579E31,500lizetha,Lizeth A,"Buenos Aires, Argentina",83,0,17,5
92132A2331E4BA536B105D1FB61A13CB,PastryVirginia,PastryVirginia,"Paraná, Argentina",7,796,1,2
7AADD840DEB9747E1D2222F3563324C6,Ecaloca,Ecaloca,,245,0,52,6
49994D3EA5DB561FE8AF494C123DDA6F,cinthiar0xanat,CINTHIA ROXANA T,,236,0,96,6
89BCFDF6E0D9A7C43EF9711A29C71BF0,danielasuau,danielasuau,"Santiago, Chile",11,0,5,3
910E4DB1D0E294F1BF554FBFC6B17694,lacleli,lacleli,"Buenos Aires, Argentina",182,0,279,6
87F7F9E3CA1598CD7BAF1E321BDD5A49,Sofily,Sofily,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",52,0,5,5
4AA27B1D38C31BC59BAD8815CABF2E57,23micac,mica c,"Buenos Aires, Argentina",11,0,4,3
27A115CAAA0A940153255C2502E9A4A0,A7329YUmiguelf,miguel f,,4,401,1,1
EC6221F31E9746D05D8DB1AD1BA18D05,gracielag648,graciela g,"Buenos Aires, Argentina",120,0,36,6
F564E306C7F3198A797FC8D8C3A85DB9,natividadb,Natividad B,"Buenos Aires, Argentina",84,0,119,5
833BAF80D288D05464D248DCC7B03B51,kusskuss,Adrian K,"Buenos Aires, Argentina",1,0,0,6
3085D4E5345A102A4627BE7959F61D08,RobyFrench,RobyFrench,"Buenos Aires, Argentina",115,0,36,6
BE9E25F46A77FAEC00516D4A5BA72283,carolinasP2004AU,Carolina S,"Ramos Mejía, Argentina",120,0,36,6
8473EF8B644B96B93585B31D2C64E6DC,yanezhector,yanezhector,"Brisbane, Australia",19,0,1,3
AFF96D0CB2B77F455F640DEFB2CC4B5E,186rodrigor,Rodrigo R,"Madrid, España",593,0,259,6
34EE293530B21F200617DF4CC97FEE08,987juanmanuelg,Juan Manuel G,"Buenos Aires, Argentina",24,0,3,4
A5B7FD39F4FFC765E64EA97ED9091780,Alejape,Alejape,"Buenos Aires, Argentina",17,0,6,3
BD877452AC1FBAB1C14768E29B3D0CCF,dechi_de,Desiree D,"Buenos Aires, Argentina",227,0,85,6
630278B06DB919EB9C169B504981C514,d0ble0nadae,d0ble0nadae,"Buenos Aires, Argentina",79,0,38,5
732DEB6CD3CDE6E46DDC832A602CABB1,PMASES,PMASES,"Rosario, Santa Fe, Argentina",147,0,57,6
665185CDED39496C06EBD9F881EEF3C4,marianacC2770OW,Mariana C,"Lomas de Zamora, Argentina",13,0,9,3
F1783DDE8270CC664674791AA68CCE52,844gustg,Gust G,"Distrito Capital Federal, Argentina",22,0,22,4
AFF96D0CB2B77F455F640DEFB2CC4B5E,186rodrigor,Rodrigo R,"Madrid, España",593,0,259,6
2BB635AB6BD05CBCF858839AE1D3A531,85cintiap,Cintia P,"Distrito Capital Federal, Argentina",5,505,5,2
4E9CF8AB270202B1B5D2520E578522C2,SEBAAGUATERO,Sebastian M,"Montevideo, Uruguay",18,0,7,3
93AC0ADBE70671D30D70E1439200B51D,401danielaa,Daniela A,"Maracaibo, Zulia, Venezuela",4,452,2,1
54BB5C6A49F0F63D2E1164940E4BAEC1,gabrielam743,Gabriela M,,316,0,110,6
DBF18740D36C34B9931BC184CBA99023,nonic2016,Noni C,"Lanús, Argentina",79,0,23,6
C22008E08B180D5580557FC6612D7E2F,970veronicag,Veronica G,"Villa Ventana, Argentina",35,0,10,4
BA9B7DB411EAAC728C7C52EE1129B23F,florrodrigo86,Flor Rodrigo,"Buenos Aires, Argentina",17,0,13,4
571A455906970210D10AB5FEB385F72D,73irmar,irma r,"Buenos Aires, Argentina",71,0,47,5
AEB37FAD9E65AA055FEB32200D5A7598,BagreLindo,Martin M,"Distrito Capital Federal, Argentina",38,0,34,5
4E644599A21E9C663772A30DE4F85BF8,Eli_P438,Eli_P438,"Buenos Aires, Argentina",119,0,51,6
2E010AAC8F6B538D2E00753F751B0A35,mcsabaris,mcsabaris,"Buenos Aires, Argentina",9,0,4,3
E2E4409606D5F5745B64C089A2442591,FedericoTravel,Fede,"Buenos Aires, Argentina",114,0,39,6
CA54F2C3CC184BB84A73AB2A86D15AF7,768marianab,Mariana B,"Buenos Aires, Argentina",348,0,172,6
662BC65DFA2FA1CDDF96B8B6EDC54221,carlosmarianos,carlos mariano s,"Buenos Aires, Argentina",318,0,166,6
5E3A18FF12B51B47F9F874C899F5DADC,125marcelop,Marcelo P,"Ciudad de México, México",13,0,4,3
7514D4181633EF090EC5BE0E95D0B07C,MAURO444,MAURO444,"Distrito Capital Federal, Argentina",237,0,45,6
4186B5F24E4B83D96BA5A295F70BE7E2,mabeldimichele,mabel di Michele,,2,507,2,2
8E14922C3C636DC3D23F45C1E449B526,Wanchanguein,Wanchanguein,"Rafaela, Argentina",693,0,342,6
645B4F30AFF1343F361CF552DFD9E40B,eaglerr,eaglerr,"Buenos Aires, Argentina",110,0,11,6
5E28FCD50B48C49FFA4706E769EE8FDC,lumeoniz,lumeoniz,"Buenos Aires, Argentina",83,0,58,5
913EFF64D0F44AAA7C621CA1FB8FC09E,natitabau,Natalia B,"Buenos Aires, Argentina",124,0,159,6
E10FDF7CFF35479B31AA49F3B1F1F400,Gracigirasol,Gracigirasol,"Buenos Aires, Argentina",95,0,19,6
7C7013B0F3E11CFE632C12A8327432E9,travagando,travagando,,146,0,36,6
71C9B601D573C16578935709161CDCAB,Soradecuruzu,Soradecuruzu,"Buenos Aires, Argentina",62,0,64,5
A81F71EC7063E8DACEB623EB6039CD9E,gerardow550,Gerardo W,,89,0,12,5
07810C2FF90E76240E7F2FF7D3147E5C,CaroDeViaje,CaroDeViaje,"Buenos Aires, Argentina",424,0,531,6
29A37486E39BC9FE860B25E1DFFD99DE,Manuypatri,Manu y patri,,12,0,2,3
1549862D94FAAB8C0C8FB67A75809AD2,feisolutions,feisolutions,bsas,58,0,35,5
4E863D21C2582AD81A7BE3E291774F2F,Aspirineta100,Aspirineta100,"Barcelona, España",76,0,76,5
A77F7F10C6C49C170EECEC86DF322940,NCBlick,NCBlick,América del Sur,268,0,132,6
2A70FD99275B30F96C29EA5E9679A221,Marysabel,Marysabel,"Buenos Aires, Argentina",373,0,219,6
CC9CDAB2386D084766E3F9D51FE4988D,TomasGIturbe,TomasGIturbe,"Buenos Aires, Argentina",48,0,15,5
42690EBE84B7497A847E977C5152CD9F,Alicitas,Alicitas,"Buenos Aires, Argentina",105,0,67,6
34892F1DEA9B15B1798B648FC6EF5388,sabrinaa517,Sabrina,,175,0,48,6
66B6575FC7C0C591C82457B5578CADD3,Barbie_Duarte,Barbara D,"Buenos Aires, Argentina",153,0,68,6
11088E876919B76ECC62262C2CCA7E7E,593nahuels,Nahuel S,"La Plata, Argentina",12,0,3,3
8369647DC62A6CB221EB570B1A01A69F,josefinaa814,josefina a,"Buenos Aires, Argentina",25,0,6,4
C73D9762DE21A653C413D45E603298FA,josup448,Josu P,"Castro Urdiales, España",5,506,6,2
2CC5D8DEADD1C5BB6620527FD531E897,Paot61,Patricia D,"Buenos Aires, Argentina",31,0,32,4
414E01CD84C700D61BA6304810C6540C,AlejandraI911,Alejandra I,"Buenos Aires, Argentina",78,0,81,6
B7912E3059D06BD471A79706BAD37435,Obinarvaez,Obinarvaez,"Buenos Aires, Argentina",186,0,65,6
923798BDC10A08078837ACA9732A5C38,Alejandra-Jorge,Ale M,"Distrito Capital Federal, Argentina",116,0,43,6
A06217A4F0424D86023EE13FC70C9CED,966carinam,Carina M,"Distrito Capital Federal, Argentina",293,0,177,6
EA2D65912899437FB1D6E8B079ABA074,609enricc,Enric C,"Miami Beach, Florida",41,0,15,4
2337350D4DE72B0C8F44A89BAA7ECB64,126agustinac,Agustina C,,26,0,7,4
E7DE018C2399D30C27C9D6AA3350004D,615luciag,lucia g,"Distrito Capital Federal, Argentina",126,0,17,6
8E14922C3C636DC3D23F45C1E449B526,Wanchanguein,Wanchanguein,"Rafaela, Argentina",693,0,342,6
7DF04742CA8C9A200DA9B7821B3559C9,MelinaBla,Melina B,"Buenos Aires, Argentina",63,0,39,5
66B6575FC7C0C591C82457B5578CADD3,Barbie_Duarte,Barbara D,"Buenos Aires, Argentina",153,0,68,6
48715E63C3EC51E422DAA851C9E54E44,silvergirlvdp,silvergirlvdp,"Buenos Aires, Argentina",85,0,24,5
C9BE1038930664AA1F806979BF69D4B6,118gabrielal,Gabriela L,"Mar del Plata, Argentina",208,0,136,6
42DFE9306C57B556CA857F4401E0B5B0,Inessette,Inessette,"Buenos Aires, Argentina",17,0,4,3
49311F5A0C9807D1564869B18EA68E01,liliargentina99,liliargentina99,rafaela,38,0,12,4
C379E59F377F8005ECAD8843D6517D7E,930gabrielag,Gabriela G,"Junín, Argentina",25,0,45,4
10569C1AB9D6D9B3672D278BD00D38D6,ncorbetta23,ncorbetta23,"La Plata, Argentina",15,0,6,3
94393EB9B651831508577D1C8A8D02FC,flordistefano,flordistefano,,17,0,2,3
A08BAF523DE32A8EDB9F27ED4FEB1BC1,JUPA100,JUPA100,"Bogotá, Colombia",118,0,88,6
01ABBB62D0F103CA66FB1B751F0C4CB2,borjafranq,Mariano Q,"Montevideo, Uruguay",16,0,4,3
7DF205F5AAD742E29C7B550B62D2BDA8,Ricrivas,Ricrivas,"Adrogué, Argentina",82,0,51,5
AAB7704D17E51E1316493C2FC9F0EA30,580marcelol,Marcelo L,,98,0,47,6
4F3E3096A029F536714D32D4500F1A10,GermanTomas,GermanTomas,"Buenos Aires, Argentina",51,0,14,5
D42DBC627BD7CD4761C615A57AA1107B,luisb473,Luis B,"Buenos Aires, Argentina",15,0,1,3
64C34DA70336E8F3044915519E089F30,cintiar2014,CINTIA R,"Córdoba, Argentina",42,0,49,5
1D8B6CEC9F4489635A361D915B5CA19A,D2452NWcarloss,Carlos S,"Distrito Capital Federal, Argentina",56,0,31,6
75B07193CC8FF19ABF2A176D8B565CD5,tosergi,tosergi,"Villa Carlos Paz, Argentina",55,0,47,5
DE98BD8CCEEFE7ABF5DA93066953C02D,silgim2,silgim2,"Rosario, Argentina",117,0,107,6
00E7FC13B00FAC906CC478BF846DF123,783vanesal,Vanesa L,"Buenos Aires, Argentina",40,0,54,4
5872F268EE96DF7C3B75C2B3382ADF7B,MooIsMissing,MooIsMissing,Argentina,261,0,76,6
BEB38C8D18B973D025DD2ADF77D422CC,letis862015,letis862015,"Buenos Aires, Argentina",4,493,3,1
5B8A3D0C7603D99FA06994E2E7A332D2,adriant97,Adrian T,"Buenos Aires, Argentina",5,501,1,2
20B38A90EC6B16192581F078AE2F09FE,German_Acebedo,German Acebedo,"Buenos Aires, Argentina",8,873,13,2
9E9C188C6BEF6398F7897B4D653B19BF,ValeriaBER,ValeriaBER,"Santiago, Chile",29,0,16,4
34FDFCF70B2F2EA58AFD71D2863FBBC2,624florenciag,florencia g,"Buenos Aires, Argentina",16,0,9,3
D542B59FBE21461D2FC62708C0DEFCFC,Marcela104,Marcela104,"Buenos Aires, Argentina",65,0,20,5
38B4004DCABEFE37CA646091C67C8E61,Mfaig,F F,"Buenos Aires, Argentina",32,0,7,4
0E68D7F64DD2C9EE0877AE3E86CBBCC2,TereBl,TereBl,"Buenos Aires, Argentina",114,0,18,6
27C7BD0C5F025A56D97418BF852E953A,MarianaM2,MarianaM2,"Buenos Aires, Argentina",36,0,24,4
6BF0577E4051156D8C8CBA0B842BD2C7,Ju23494,Ju23494,"La Plata, Argentina",97,0,45,6
7D078B8E3212E01D52AB7AA8F0BB97A8,leitag83,leitag83,,24,0,7,3
27CD773F3D1DC8E6AA41ABE4DC4CB38F,420alejandrab,Alejandra B,,62,0,24,5
EE407672B8C539EEC539AD3EA149121D,960gracielas,graciela s,"Buenos Aires, Argentina",205,0,65,6
8B205803DCD7EA562E92CCDDBB1F05C4,juanbW4114LM,Juan B,,1,101,1,0
AC7EAF36DA423C784589B17C37505E0A,marben1,marben1,"Buenos Aires, Argentina",152,0,73,6
01AC439665D2A67F073BBE1F3F1C0DC7,MaddieBreit,MaddieBreit,"Buenos Aires, Argentina",119,0,27,6
C4B493526307419CECFB75DB6D99EE13,geoloboy,Gonzalo B,"Buenos Aires, Argentina",45,0,54,5
9B5784A596111EC1839B1F252B215EF3,CeciliaN209,Cecilia N,"Buenos Aires, Argentina",53,0,20,5
B04AAC2DD1876E6D617FD20261794F3C,amoveabletrip,amoveabletrip,"Londres, Reino Unido",222,0,41,6
BD877452AC1FBAB1C14768E29B3D0CCF,dechi_de,Desiree D,"Buenos Aires, Argentina",227,0,85,6
BF088EB1B1ED93746051F2725F2AF118,micaelalongo,Mica L,"Buenos Aires, Argentina",44,0,27,4
7C1211FE56AFEE1474F21051F464D9D4,florenciab806,FLORENCIA B,"Provincia de Buenos Aires, Argentina",71,0,45,5
5ACA93B4473FB93B877BC273CEACB562,belenvero,belenvero,"Buenos Aires, Argentina",295,0,72,6
23572799C72FE2BC3D19E1A5F24D35BF,Yolulita,Yolulita,"Buenos Aires, Argentina",4,402,2,1
2FBF82B12E6977432F17B891BA854F2E,Jviajera,Jo K,"Buenos Aires, Argentina",83,0,19,5
8FF3851F87EE121D37D5C27322106B51,solodiana,solodiana,"Bogotá, Colombia",19,0,4,6
AB1E8FB7811DF1B0F7185A71A26B9B15,Andy-Caro,Andy-Caro,"San Carlos de Bariloche, Argentina",21,0,4,3
84F7D1C49EACAE9D6C0B73FFD2EA65AF,maguiberiao,Margarita,"Buenos Aires, Argentina",43,0,20,5
114A5628F88C191F0C69658C22E41E38,marcelolJ6202HN,Marcelo L,"Buenos Aires, Argentina",220,0,89,6
89BDB42DECDA847E1DE917D5EFA2B90A,ArianeFB,ArianeFB,Estado de Río Grande del Sur,49,0,16,5
37BE134C07CAA60B559DBD2CCB6051CC,GracielayHoracioC,Graciela y Hora... C,"Buenos Aires, Argentina",92,0,72,6
87AA62D30237E2E6472047C25F2F6A06,846mar_am,María M,"Cañuelas, Argentina",11,0,5,3
C8B368C3B4D3302808BE41576DA42CD2,JochuBaby,JochuBaby,"San Francisco, California",16,0,2,3
D416CA4A32DF1CDD021FE1104A9A351C,samirjadao,Samir Jadao,"Buenos Aires, Argentina",5,501,1,2
2F4105157F95A6F9BEFDCF1191326314,420gerc,Ger C,"Distrito Capital Federal, Argentina",5,505,5,2
73634452BE82D52C4AD188D250778A04,Claudia0044,Claudia0044,"Madrid, España",36,0,12,4
0654C08AA486C7A84864A1C51C20AD37,emipanelli,emipanelli,"Mendoza, Argentina",41,0,51,4
4B7DF1CF424BEA020BD9CA33D9AF70C9,Getaway23824784242,Carolina M,"Buenos Aires, Argentina",198,0,100,6
E88930FB48405DEC6297EA0B557A56D1,claradreaming,claradreaming,"Buenos Aires, Argentina",32,0,11,4
AFF96D0CB2B77F455F640DEFB2CC4B5E,186rodrigor,Rodrigo R,"Madrid, España",593,0,259,6
130E6C847344A0B1B9B970D0F814CDCB,Gaby_tre,Gaby_tre,"Buenos Aires, Argentina",25,0,3,5
105129139A6EA9AAB162E098EB3A126E,jpuma,jpuma,"La Plata, Argentina",251,0,155,6
5BA6FC2CA8B321CFFA1A43B834AA52BA,Q972ANandreac,Andrea C,,14,0,5,3
5997F522B92279DB3D7558257C007490,172nancyc,Nancy C,"Zárate, Argentina",65,0,50,5
02420030672216E478878AA7BB749659,elisaf,Elisa N,"Rosario, Argentina",863,0,336,6
4CB8C08F5E59C522A8F00CB6A20459D3,103fabianae,Fabiana E,"Brandsen, Argentina",62,0,15,5
D959A1CABA88A8F451F6C681980E6788,Siltriggi,Siltriggi,"Buenos Aires, Argentina",93,0,26,6
4B80FF67D5705039AA58A9914F9A93E9,lilitademendoza,lilitademendoza,"Mendoza, Argentina",5,507,2,2
9B86400C19274314A3AF6A7A7F22A017,SoniaG773,Sonia G,"Buenos Aires, Argentina",145,0,58,6
1A6715F1E41887DBADCE209D229DA64A,andy_lunares,andy.lunares,"Distrito Capital Federal, Argentina",37,0,10,4
209DA0E50F6B811632AF1DEF5C9CAC1F,sambra_10,sambra_10,"Buenos Aires, Argentina",131,0,78,6
0A639068EA638341E89FE7E9627998F9,804jimenaf,Jimena F,"Buenos Aires, Argentina",37,0,23,4
E8BF3F0BEB9FE0BDAB748A506F301021,AriC,AriC,Buenos Aires,167,0,77,6
93BACC47614415CD3EBFF8E91672471A,Asiatique22,Asiatique22,"Buenos Aires, Argentina",37,0,11,4
EF8712E2E9B42C93B36CEA1BEACD236C,Soy_Vicky_00,Soy_Vicky_00,"Buenos Aires, Argentina",49,0,61,5
83F7243DEC3107890D44852F592C9DD7,mar_ateresan,María Teresa N,"Olivos, Argentina",81,0,83,5
4D26E92EF48832E02A95E02120C9797F,r0ssinac,Rossina C,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",89,0,19,5
5035364EED5C63F30F3F1512F3229B46,Choppsimbad,Choppsimbad,"Buenos Aires, Argentina",34,0,17,4
AFF96D0CB2B77F455F640DEFB2CC4B5E,186rodrigor,Rodrigo R,"Madrid, España",593,0,259,6
185F2EAB22F30FE197443F1874C6D86F,JaciGorriti,JaciGorriti,"Córdoba, Argentina",21,0,10,3
AA69903C51677C84CE6B3CEC1C759854,318abid,Abi D,"Cali, Colombia",65,0,56,5
6C3DC9F950453541EBAEEF75FB278C8C,Maria0104,Maria0104,"Buenos Aires, Argentina",106,0,42,6
B5FA87540A5472687FC5FDAED8781A7F,monicacubero,monicacubero,"Buenos Aires, Argentina",50,0,16,5
EF61419E136CED17329D56F87968170B,nairfelisr,Nair F,"Buenos Aires, Argentina",216,0,58,6
9861DF834BF4B385E63727DF99A82D22,arunchi,arunchi,Buenos Aires,151,0,28,6
C5F153FD3BC15C8569810A2C91B6AB56,Eddiecalamar,Eddiecalamar,"Buenos Aires, Argentina",190,0,81,6
521911E02957181335C1F768F2D13D56,lucasdavidc,Lucas David C,"Yakarta, Indonesia",53,0,17,5
6883B79768A386EA6BE8EFE1BF39ACC6,marcelocB3737HV,Marcelo C,"Buenos Aires, Argentina",107,0,36,6
549C746F6AFC1784C3414F1B06EDAC9B,Paomar80,Paomar80,"Buenos Aires, Argentina",47,0,14,5
861B71B7EEA9333B4C9454F245F4A5E2,GraceBUE,GraceBUE,"Buenos Aires, Argentina",88,0,27,5
DA3BEA560894065F2FC954A86BA11A4C,Elpajaro1970,Elpajaro1970,"Maringa, PR",82,0,38,5
BE057CF401B9C1B3A2CF8E9F4C63EF27,Ananitaa,Ananitaa,"Buenos Aires, Argentina",315,0,143,6
5C9B93F89353E5737B32D02496534DDD,Luciadeviaje,Lucía A,"Buenos Aires, Argentina",105,0,38,6
1589B9EDE78E202883216A4FB71655D5,MARTIN32ROSARIO,MARTIN32ROSARIO,"Rosario, Argentina",138,0,86,6
0815DC46FD708A2684BBE1CDEA39297B,914lilianah,Liliana H,"Buenos Aires, Argentina",206,0,41,6
2EB8179383707F0B1D6F227553888C9C,daianay,Daian l,"Buenos Aires, Argentina",58,0,19,5
81033F3563CD2ADBAD58B05D2EF4134D,Marianrubia,Marianrubia,"Buenos Aires, Argentina",64,0,44,5
43553E408FEED293F773081D30AE5755,87lus,Lu S,,7,710,10,2
9BFF0D2F6AFABA5CC273DDFA5D169C38,loregold,loregold,"Buenos Aires, Argentina",81,0,23,5
2C26D05053FEF06F09B31BB086A0B075,travellingfiend0,travellingfiend0,"Tegucigalpa, Honduras",3,300,1,1
45127F29F954DC73B07344FCAD364A43,Lia2809,Lia2809,"Buenos Aires, Argentina",282,0,162,6
D24A8D70265FD490D0CF5925A3F6DFB3,Manru19,Manru19,"Buenos Aires, Argentina",124,0,47,6
09866F9E8692073AC71D55C158150973,972melinag,melina g,"Buenos Aires, Argentina",92,0,21,6
D13893E2105E113CD6CF58E0641B9260,maxipaponi,maxipaponi,Argentina,13,0,2,3
C161CCB5F62A0C0FB7DE05FC92F7CAD9,Eggman7,Eggman7,"Montevideo, Uruguay",103,0,36,6
AFF96D0CB2B77F455F640DEFB2CC4B5E,186rodrigor,Rodrigo R,"Madrid, España",593,0,259,6
1C7DA851BA87C63A22D6421E8FD9D484,Diegodigiunta,Diego D,"Buenos Aires, Argentina",123,0,92,6
44AD72C02823FC238182D46C786177F1,rastitasr,Rastitas R,,51,0,7,5
7DCBB48BFDC1C8EE8B4D38FB658A36AC,IlTano,IlTano,"Necochea, Argentina",62,0,20,5
B836FECFC4CC7B1DA181CBE02797742F,982adang,Adan G,"Buenos Aires, Argentina",3,307,2,1
9E6E7CCEB19B72D15DE47A86D17F016B,carinafer,carinafer,"Buenos Aires, Argentina",36,0,7,4
3511D3C014521F7249D9F677A52A588E,374patrickh,Patrick H.,"Santiago, Chile",127,0,28,6
14C6D38E002AA37C482FE89EB096FDC9,376lalital,Lalita l,"Buenos Aires, Argentina",7,713,3,2
57E207319344D6535E56611B2692E072,SergioBelloli,SergioBelloli,"Mar del Plata, Argentina",62,0,16,5
1460CBB2FCD309A45E01DEDC672F5637,AgustinaI_12,Agus I,bs as,106,0,22,6
1EC6F2936C22CF25849BA47F067DD815,NicolasCharlone,NicolasCharlone,"Boston, Massachusetts",230,0,26,6
8C6927E3882CDBD04C5EE9F1262D610F,MarcosB291,Marcos B,"Trelew, Argentina",243,0,118,6
67020096380A1E0755DBDF7F71FCD508,LauraJaet,LauraJaet,"Buenos Aires, Argentina",42,0,16,5
9945F31EACEE792C0AC39CEB16E7DEE5,NiccoBsAs,NiccoBsAs,"Buenos Aires, Argentina",110,0,70,6
F694282D9CDCC6D6AA1712513BAE2B41,VeroniquitaM,Vero,"Buenos Aires, Argentina",153,0,69,6
2B345DEFA35AD9CC2F3B3BAA0F65CA41,argus100,argus100,"Neuquén, Argentina",119,0,104,6
4B7DF1CF424BEA020BD9CA33D9AF70C9,Getaway23824784242,Carolina M,"Buenos Aires, Argentina",198,0,100,6
1A4FF351DD7BEC1C9BAD57552619FEF0,Erick_Pinal,Erick_Pinal,,4,409,8,1
E6E12A5C75FB06E68086ABB174EC8191,sildeviaje,Sildeviaje,"Buenos Aires, Argentina",14,0,6,3
926FEFAF07E0FA903327BF3381E193D2,H2105CHdiegom,Diego M,"Buenos Aires, Argentina",20,0,5,3
58283B2D06A63FBCCE23737A2562D788,desdelascondes,martin e,"Santiago, Chile",304,0,111,6
1993B99F5670109514E3568A00133E4E,romanclaudio,Claudio R,"Buenos Aires, Argentina",592,0,139,6
2FA9BF906A5183C1CE3077D7F49C82EB,MarinaLicciardo,Marina L,"Coghlan, Distrito Federal, Argentina",20,0,25,3
59CA4D939368F4A60FB87B88931D1F82,mONICAc764,mONICA c,"Mendoza, Argentina",225,0,137,6
800249ADDE0CED40BFDE40714D007F43,sanchezguerrero,sanchezguerrero,"Buenos Aires, Argentina",24,0,10,3
4C1D60760F01FBD498EEFF59FF6E6D02,marulivorzi,marulivorzi,"Buenos Aires, Argentina",56,0,64,5
1E5BBB96A21E6A59F9E1CE6A785ED37C,MarianaS1,MarianaS1,"Buenos Aires, Argentina",49,0,11,5
4518C7DD2B8A48D4F3865CC2C176FD76,Rochu77,Rochu77,"Buenos Aires, Argentina",6,635,5,2
338314DBF4DBD657DFBAAE173CC6EB01,Gabbi2015,Gabbi2015,"Buenos Aires, Distrito Federal, Argentina",64,0,20,5
0BAC29E04174CF4803B95DCF59EA415C,nattyhern78,nattyhern78,"Buenos Aires, Argentina",7,0,1,3
B4401FB7B5C897F0A1235EBFAEE60658,746mariapaulab,Maria Paula B,"Buenos Aires, Argentina",5,500,0,2
DFE250276C5859A894BF88CE3C8F85DA,NatiCordoba,NatiCordoba,"Tigre, Argentina",91,0,57,6
28B43615239C7A0D819596C7BA1BA8A5,Gastrogringo,Gastrogringo,"São Paulo, SP",8,850,5,2
4DAC8C289F1A1AC9325504E4E3EB2337,luisb599,Luis B,"Buenos Aires, Argentina",193,0,81,6
5A0E129624D7AC015A6E19E043EBD2B6,MickyRamon,Micky R,"Vientiane, Laos",144,0,81,6
