restaurant_id,name,num_reviews,latitude,longitude,timezone,location,raw_ranking,ranking_position,ranking_caba,rating,price,price_level,phone,website,email,address,postalcode,image_url,type,url,special_diets,display_hours,traveler_rating_excelente,traveler_rating_muy_bueno,traveler_rating_regular,traveler_rating_malo,traveler_rating_horrible,califications_comida,califications_servicio,califications_calidad_precio,califications_ambiente
2319013,Malvón,862,-34.59442,-58.43906,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.881334781646729,281.0,22.0,4.0,,$$ - $$$,+54 11 4774-2563,http://www.malvonba.com.ar,hola@malvonba.com.ar,"Serrano 789,  intersección Aguirre, Barrio Villa Crespo, Buenos Aires C1414DEO Argentina",C1414DEO,https://media-cdn.tripadvisor.com/media/photo-o/05/98/4a/76/malvon.jpg,"['$$ - $$$', 'Panaderías y confiterías\xa0', 'Cajún y criolla', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d2319013-Reviews-Malvon-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'dom - lun', 'times': ['09:00 - 20:30']}, {'days': 'mar - jue', 'times': ['09:00 - 00:00']}, {'days': 'vie - sáb', 'times': ['09:00 - 00:30']}]",212,343,101,35,21,4.0,3.5,3.5,4.5
8376688,Negro Cueva de café,161,-34.600704,-58.379635,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.852158308029175,297.0,12.0,4.5,,$$ - $$$,+54 11 6457-7188,http://www.facebook.com/NEGROCUEVADECAFE/timeline,,"Suipacha 637, Buenos Aires C1008AAM Argentina",C1008AAM,https://media-cdn.tripadvisor.com/media/photo-o/10/aa/9f/2e/20170913-191453-largejpg.jpg,"['$$ - $$$', 'Café', 'Apto para vegetarianos']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d8376688-Reviews-Negro_Cueva_de_Cafe-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'lun - vie', 'times': ['08:00 - 19:00']}]",74,32,9,5,3,4.5,4.5,4.0,
3832511,Florida Garden,540,-34.597515,-58.375385,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.818057060241699,320.0,13.0,4.0,,$$ - $$$,+54 11 4312-7902,http://www.lanacion.com.ar/sociedad/confiteria-florida-garden-un-micromundo-que-conserva-el-ambiente-de-la-decada-del-60-nid2131125/,,"Calle Florida 899, Buenos Aires C1005AAQ Argentina",C1005AAQ,https://media-cdn.tripadvisor.com/media/photo-o/18/b3/af/93/20190809-051136-largejpg.jpg,"['$$ - $$$', 'Café', 'Apto para vegetarianos']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d3832511-Reviews-Florida_Garden-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'dom - sáb', 'times': ['07:00 - 23:00']}]",95,122,48,14,25,4.0,4.0,3.5,4.0
3845836,Confitería Dos Escudos,239,-34.59274,-58.38022,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.802907466888428,329.0,14.0,4.0,,$$ - $$$,+54 11 4327-0135,http://www.dosescudos.net/cafe.php,info@dosescudos.com.ar,"Calle Juncal 901, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/0c/aa/54/93/photo1jpg.jpg,"['$$ - $$$', 'Postres', 'Café', 'Internacional']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d3845836-Reviews-Confiteria_Dos_Escudos-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'lun - sáb', 'times': ['07:00 - 21:00']}]",50,71,18,11,4,4.0,4.0,4.0,4.0
5565890,Ninina,1135,-34.591167,-58.428474,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.792938947677612,339.0,15.0,4.0,,$$ - $$$,+54 11 4832-0070,http://www.ninina.com/,info@ninina.com,"Gorriti 4738, Buenos Aires C1414BJL Argentina",C1414BJL,https://media-cdn.tripadvisor.com/media/photo-o/05/0f/11/7b/getlstd-property-photo.jpg,"['$$ - $$$', 'Postres', 'Café', 'Internacional']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d5565890-Reviews-Ninina-Buenos_Aires_Capital_Federal_District.html,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten","[{'days': 'dom - sáb', 'times': ['11:00 - 21:00']}]",287,327,106,92,59,4.0,3.5,3.5,4.5
3249937,Café LATTEnTe,309,-34.586067,-58.428143,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.7722556591033936,352.0,16.0,4.5,,$$ - $$$,5448331676,http://www.cafelattente.com/,,"Thames 1891, Buenos Aires C1414DDK Argentina",C1414DDK,https://media-cdn.tripadvisor.com/media/photo-o/15/f6/61/6e/brew.jpg,"['$$ - $$$', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d3249937-Reviews-Cafe_LATTEnTE-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'dom', 'times': ['10:00 - 20:00']}, {'days': 'lun - sáb', 'times': ['09:00 - 20:00']}]",165,38,14,16,5,4.5,4.0,4.5,4.0
13073844,Padre Cafeteria & Panaderia,142,-34.586,-58.426083,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.762098073959351,360.0,17.0,4.5,,$$ - $$$,+54 11 4427-2373,http://www.padrecoffeeroasters.com,hola@padrecoffeeroasters.com,"Honduras 4184, Buenos Aires C1180 Argentina",C1180,https://media-cdn.tripadvisor.com/media/photo-o/11/10/54/14/getlstd-property-photo.jpg,"['$$ - $$$', 'Cervecería', 'Café', 'Comida rápida']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d13073844-Reviews-Padre_Cafeteria_Panaderia-Buenos_Aires_Capital_Federal_District.html,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten","[{'days': 'mar - dom', 'times': ['08:00 - 20:00']}]",49,21,11,1,6,4.0,4.0,4.0,
4871901,Starbucks,554,-34.60319,-58.37538,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.729707956314087,380.0,26.0,4.0,,$$ - $$$,+54 11 5500-7000,http://www.starbucks.com,,"Avenida Corrientes 626/628/632, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/08/c8/96/24/starbucks.jpg,"['$$ - $$$', 'Tentempiés', 'Estadounidense', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d4871901-Reviews-Starbucks-Buenos_Aires_Capital_Federal_District.html,,,92,148,64,24,28,4.0,4.0,3.5,4.0
2419434,Libros del Pasaje Bar,114,-34.586983,-58.42958,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.71351170539856,398.0,19.0,4.5,,$$ - $$$,+54 9 11 2816-0913,http://www.librosdelpasaje.com.ar,ventas@librosdelpasaje.com.ar,"Thames 1762, intersección Costa Rica- Barrio Palermo-, Buenos Aires 1414 Argentina",1414,https://media-cdn.tripadvisor.com/media/photo-o/05/fb/79/3c/books-galore.jpg,"['$$ - $$$', 'Café', 'Sudamericana', 'Apto para vegetarianos']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d2419434-Reviews-Libros_del_Pasaje_Bar-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'dom', 'times': ['14:00 - 22:00']}, {'days': 'lun - jue', 'times': ['10:00 - 22:00']}, {'days': 'vie', 'times': ['10:00 - 23:00']}, {'days': 'sáb', 'times': ['11:00 - 23:00']}]",39,34,5,0,1,4.0,4.0,4.0,4.5
4740998,Café Martinez,427,-34.599,-58.39311,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.70978045463562,401.0,20.0,4.0,,$$ - $$$,4815-1808,http://www.cafemartinez.com,cmcallao858@cafemartinez.com.ar,"Avenida Callao 858, Buenos Aires C1023AAO Argentina",C1023AAO,https://media-cdn.tripadvisor.com/media/photo-o/11/c3/8b/8a/20180105-094128-largejpg.jpg,"['$$ - $$$', 'Café', 'Apto para vegetarianos', 'Opciones veganas']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d4740998-Reviews-Cafe_Martinez-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'dom', 'times': ['10:00 - 20:00']}, {'days': 'lun - vie', 'times': ['07:30 - 21:00']}, {'days': 'sáb', 'times': ['08:30 - 23:00']}]",69,112,42,24,15,4.0,3.5,3.5,4.0
8616872,Coffee Town,425,-34.61929,-58.372597,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.685234785079956,424.0,21.0,4.0,,$$ - $$$,+54 11 4300-7333,http://www.facebook.com/coffeetownargentina/,info@coffeetownargentina.com,"Bolívar 976, Buenos Aires C1066AAT Argentina",C1066AAT,https://media-cdn.tripadvisor.com/media/photo-o/12/41/8b/76/cortado.jpg,"['$$ - $$$', 'Café', 'Apto para vegetarianos']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d8616872-Reviews-Coffee_Town-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'dom', 'times': ['08:30 - 20:30']}, {'days': 'lun - sáb', 'times': ['08:00 - 20:30']}]",141,84,32,13,20,4.0,4.0,3.5,4.0
946025,La Biela,2786,-34.58773,-58.39089,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.656785726547241,457.0,22.0,4.0,,$$ - $$$,+54 11 4804-0449,http://www.labiela.com,info@labiela.com,"Avenida Pte Manuel Quintana 600 Recoleta, Buenos Aires C1129ABO Argentina",C1129ABO,https://media-cdn.tripadvisor.com/media/photo-o/19/62/47/0c/fachada.jpg,"['$$ - $$$', 'Bar', 'Café', 'Argentina']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d946025-Reviews-La_Biela-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'dom - sáb', 'times': ['07:00 - 02:00']}]",460,635,266,98,76,3.5,4.0,3.5,4.5
3435511,Cafe Crespin,268,-34.597267,-58.439198,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.6471917629241934,464.0,23.0,4.0,,$$ - $$$,+54 11 4855-3771,http://cafecrespin.com.ar,sole@cafecrespin.com.ar,"Vera 699, esquina Acevedo- Villa Crespo, Buenos Aires 1414 Argentina",1414,https://media-cdn.tripadvisor.com/media/photo-o/17/4c/1d/09/delicious.jpg,"['$$ - $$$', 'Café', 'Delicatessen', 'Argentina']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d3435511-Reviews-Cafe_Crespin-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'dom', 'times': ['12:00 - 19:00']}, {'days': 'mar - vie', 'times': ['08:00 - 20:00']}, {'days': 'sáb', 'times': ['09:00 - 20:00']}]",74,99,47,13,8,4.0,3.5,3.5,3.5
12486927,Ninina,254,-34.56931,-58.47706,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.646052122116089,466.0,33.0,4.0,US$ 5 - US$ 15,$$ - $$$,+54 9 11 6956-8470,http://www.ninina.com/,info@ninina.com,"Calle Eduardo Holmberg 2464, Buenos Aires C1430DOT Argentina",C1430DOT,https://media-cdn.tripadvisor.com/media/photo-o/0f/a4/2f/30/vista-panoramica-del.jpg,"['$$ - $$$', 'Postres', 'Internacional', 'Delicatessen']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d12486927-Reviews-Ninina-Buenos_Aires_Capital_Federal_District.html,"Apto para vegetarianos, Opciones veganas, Opciones sin gluten","[{'days': 'dom - sáb', 'times': ['10:00 - 18:00']}]",110,58,38,26,14,4.0,4.0,3.0,
3327167,Maru Botana,215,-34.591698,-58.380173,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.641902685165405,471.0,25.0,4.0,,$$ - $$$,+54 11 4326-7134,http://www.marubotana.com/pagprincipal.htm,,"Suipacha 1371, intersección Arroyo- Barrio Retiro-, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/08/8b/98/96/maru-botana.jpg,"['$$ - $$$', 'Postres', 'Café', 'Argentina']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d3327167-Reviews-Maru_Botana-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,"[{'days': 'dom - sáb', 'times': ['08:00 - 20:30']}]",75,79,24,12,5,4.5,4.0,4.0,3.5
3777433,Sasha,151,-34.59298,-58.397068,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.638050079345703,478.0,26.0,4.5,,$$ - $$$,48233745,http://thelostasian.com/recoleta/sasha-pastele/,,"Juncal 2110, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/10/ee/60/92/20171003-193735-largejpg.jpg,"['$$ - $$$', 'Postres', 'Café', 'Argentina']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d3777433-Reviews-Sasha-Buenos_Aires_Capital_Federal_District.html,,,61,41,9,4,4,4.5,4.5,4.0,4.0
9464776,Madison Cafe,245,-34.59868,-58.375374,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.629352331161499,488.0,27.0,4.0,,$$ - $$$,+54 11 6553-6146,http://www.madisoncafe.com.ar/,contacto@madisoncafe.com.ar,"Av. Córdoba 550 Galerías Pacífico, Buenos Aires C1054 Argentina",C1054,https://media-cdn.tripadvisor.com/media/photo-o/09/ca/0b/ac/vista-a-la-cupula.jpg,"['$$ - $$$', 'Café', 'Internacional', 'Argentina']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d9464776-Reviews-Madison_Cafe-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'dom - sáb', 'times': ['10:00 - 20:00']}]",51,47,17,9,13,4.0,4.0,3.5,
7229087,Lab. Training Center & Coffee Shop,164,-34.58604,-58.436768,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.626919269561768,491.0,28.0,4.5,,$$ - $$$,+(54)48431790,http://www.labcafe.com.ar,info@labcafe.com.ar,"Calle Humboldt 1542, Buenos Aires C1414CTN Argentina",C1414CTN,https://media-cdn.tripadvisor.com/media/photo-o/0d/30/5c/29/photo0jpg.jpg,"['$$ - $$$', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d7229087-Reviews-Lab_Training_Center_Coffee_Shop-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'lun - vie', 'times': ['08:00 - 20:00']}, {'days': 'sáb', 'times': ['10:00 - 20:00']}]",67,27,8,5,5,4.0,4.5,4.0,5.0
7318533,Ol'Days Coffee & Deli,132,-34.611168,-58.36347,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.625524044036865,495.0,29.0,4.5,US$ 10 - US$ 15,$$ - $$$,+54 11 5775-0317,http://www.oldayscoffee.com,,"Olga Cossettini 1182 Entre Maizani y Villaflor, Buenos Aires 1107 Argentina",1107,https://media-cdn.tripadvisor.com/media/photo-o/0b/d8/87/57/ol-days.jpg,"['$$ - $$$', 'Café', 'Delicatessen', 'Apto para vegetarianos']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d7318533-Reviews-Ol_Days_Coffee_Deli-Buenos_Aires_Capital_Federal_District.html,"Apto para vegetarianos, Opciones veganas","[{'days': 'dom - sáb', 'times': ['07:30 - 22:30']}]",53,33,8,4,4,4.5,4.0,4.0,5.0
19067689,Surry Hills Coffee,37,-34.587128,-58.427757,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.62007737159729,504.0,30.0,5.0,,$,,https://www.facebook.com/surryhillscoffee/,cafesurryhills@gmail.com,"Calle Jorge Luis Borges 1842, Buenos Aires C1414DGF Argentina",C1414DGF,https://media-cdn.tripadvisor.com/media/photo-o/1a/e2/e1/01/brunch.jpg,"['$', 'Francesa', 'Estadounidense', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d19067689-Reviews-Surry_Hills_Coffee-Buenos_Aires_Capital_Federal_District.html,"Apto para vegetarianos, Opciones veganas","[{'days': 'lun - vie', 'times': ['09:00 - 20:00']}, {'days': 'sáb - dom', 'times': ['10:00 - 20:00']}]",13,3,0,0,0,5.0,5.0,5.0,
7626426,Alice’s Tea House,109,-34.619564,-58.371082,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.594475746154785,539.0,31.0,4.0,,$$ - $$$,+54 11 4300-9662,http://www.aliceteahouse.com/,infoaliceteahouse@gmail.com,"Calle Carlos Calvo 372, Buenos Aires C1102AAH Argentina",C1102AAH,https://media-cdn.tripadvisor.com/media/photo-o/16/1e/eb/8c/brunch.jpg,"['$$ - $$$', 'Café', 'Argentina', 'Sudamericana']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d7626426-Reviews-Alice_s_Tea_House-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'mié - dom', 'times': ['10:00 - 20:00']}]",42,37,16,6,2,4.5,3.5,4.0,
3583785,Café Valerio,559,-34.602398,-58.37808,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.585808753967285,546.0,32.0,4.0,,$$ - $$$,+54 11 4393-9456,https://www.instagram.com/cafe.valerio/,,"Lavalle 799,  y Esmeralda- Microcentro Porteño-, Buenos Aires 1047 Argentina",1047,https://media-cdn.tripadvisor.com/media/photo-o/10/7f/a2/d1/clean-interior.jpg,"['$$ - $$$', 'Bar', 'Café', 'Argentina']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d3583785-Reviews-Cafe_Valerio-Buenos_Aires_Capital_Federal_District.html,Apto para vegetarianos,,74,121,51,20,25,4.0,3.5,3.5,4.0
8418332,Starbucks,199,-34.58883,-58.393967,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.58440375328064,551.0,33.0,4.0,,$$ - $$$,+54 11 5530-7000,http://www.starbucks.com.ar,,"Vicente Lopez 2050 Recoleta Mall Shopping, Buenos Aires Argentina",,https://media-cdn.tripadvisor.com/media/photo-o/09/82/52/d0/photo8jpg.jpg,"['$$ - $$$', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d8418332-Reviews-Starbucks-Buenos_Aires_Capital_Federal_District.html,,,42,59,25,10,3,4.0,4.0,3.5,
7619423,Dulce Charlotte Tienda,98,-34.58186,-58.435474,America/Argentina/Buenos_Aires,"Buenos Aires, Distrito Capital Federal",3.5657660961151123,584.0,34.0,4.0,,$$ - $$$,4773-1701,http://instagram.com/dulcecharlottetienda?igshid=YmMyMTA2M2Y=,,"Bonpland 1903, esquina Costa Rica- Palermo Hollywood, Buenos Aires C1414 Argentina",C1414,https://media-cdn.tripadvisor.com/media/photo-o/26/75/1e/11/mostrador.jpg,"['$$ - $$$', 'Postres', 'Francesa', 'Café']",https://www.tripadvisor.com.ar/Restaurant_Review-g312741-d7619423-Reviews-Dulce_Charlotte_Tienda-Buenos_Aires_Capital_Federal_District.html,,"[{'days': 'dom - sáb', 'times': ['09:00 - 20:00']}]",34,29,9,7,1,4.5,4.0,4.0,
